500	600
500	601
500	602
500	603
500	604
500	605
500	606
500	607
500	608
500	609
500	610
500	611
500	612
500	613
500	614
500	615
500	616
500	617
500	618
500	619
500	620
500	621
500	622
500	623
500	624
500	625
500	626
500	627
500	628
500	629
500	630
500	631
500	632
500	633
500	634
500	635
500	636
500	637
500	638
500	639
500	640
500	641
500	642
500	643
500	644
500	645
500	646
500	647
500	648
500	649
500	650
500	651
500	652
500	653
500	654
500	655
500	656
500	657
500	658
500	659
500	660
500	661
500	662
500	663
500	664
500	665
500	666
500	667
500	668
500	669
500	670
500	671
500	672
500	673
500	674
500	675
500	676
500	677
500	678
500	679
500	680
500	681
500	682
500	683
500	684
500	685
500	686
500	687
500	688
500	689
500	690
500	691
500	692
500	693
500	694
500	695
500	696
500	697
500	698
500	699
500	700
500	700
501	701
502	702
503	703
504	704
505	705
506	706
507	707
508	708
509	709
510	710
511	711
512	712
513	713
514	714
515	715
516	716
517	717
518	718
519	719
520	720
521	721
522	722
523	723
524	724
525	725
526	726
527	727
528	728
529	729
530	730
531	731
532	732
533	733
534	734
535	735
536	736
537	737
538	738
539	739
540	740
541	741
542	742
543	743
544	744
545	745
546	746
547	747
548	748
549	749
550	750
551	751
552	752
553	753
554	754
555	755
556	756
557	757
558	758
559	759
560	760
561	761
562	762
563	763
564	764
565	765
566	766
567	767
568	768
569	769
570	770
571	771
572	772
573	773
574	774
575	775
576	776
577	777
578	778
579	779
580	780
581	781
582	782
583	783
584	784
585	785
586	786
587	787
588	788
589	789
590	790
591	791
592	792
593	793
594	794
595	795
596	796
597	797
598	798
599	799
600	800
600	800
601	800
602	800
603	800
604	800
605	800
606	800
607	800
608	800
609	800
610	800
611	800
612	800
613	800
614	800
615	800
616	800
617	800
618	800
619	800
620	800
621	800
622	800
623	800
624	800
625	800
626	800
627	800
628	800
629	800
630	800
631	800
632	800
633	800
634	800
635	800
636	800
637	800
638	800
639	800
640	800
641	800
642	800
643	800
644	800
645	800
646	800
647	800
648	800
649	800
650	800
651	800
652	800
653	800
654	800
655	800
656	800
657	800
658	800
659	800
660	800
661	800
662	800
663	800
664	800
665	800
666	800
667	800
668	800
669	800
670	800
671	800
672	800
673	800
674	800
675	800
676	800
677	800
678	800
679	800
680	800
681	800
682	800
683	800
684	800
685	800
686	800
687	800
688	800
689	800
690	800
691	800
692	800
693	800
694	800
695	800
696	800
697	800
698	800
699	800
700	800
700	800
701	799
702	798
703	797
704	796
705	795
706	794
707	793
708	792
709	791
